,Unnamed: 0,x,y,z,MaximumInscribedSphereRadius,Blanking,CenterlineIds,TractIds,GroupIds
75,75,101.56631,8.403834,-202.49884,7.778676916477016,0.0,0.0,2.0,2.0
76,76,101.095406,5.857912,-205.77629,7.320711429050447,0.0,0.0,2.0,2.0
77,77,100.11808,3.5243158,-209.10791,7.241007175583621,0.0,0.0,2.0,2.0
78,78,99.57009,1.5840887,-212.75502,7.12929474349819,0.0,0.0,2.0,2.0
79,79,99.957275,-0.49304974,-216.3674,6.839226859195545,0.0,0.0,2.0,2.0
80,80,100.44073,-2.6968071,-219.84648,6.779548738455623,0.0,0.0,2.0,2.0
81,81,100.41528,-5.196466,-223.19926,6.463495542032788,0.0,0.0,2.0,2.0
82,82,100.02609,-7.930736,-226.31702,6.199075729310101,0.0,0.0,2.0,2.0
83,83,99.667755,-11.079874,-229.02802,5.89724982129272,0.0,0.0,2.0,2.0
84,84,99.48557,-14.261765,-231.8398,5.7661480765724935,0.0,0.0,2.0,2.0
85,85,99.22825,-17.45296,-234.50565,5.948079911151399,0.0,0.0,2.0,2.0
86,86,98.86776,-20.863306,-236.97981,6.11715972632039,0.0,0.0,2.0,2.0
87,87,98.30716,-24.354233,-239.13885,6.341942773526063,0.0,0.0,2.0,2.0
