,0
0,1.45
1,1.73
2,2.0
3,2.27
4,2.51
5,2.71
6,2.92
7,3.12
8,3.31
9,3.47
10,3.62
11,3.8
12,4.01
13,4.22
14,4.44
15,4.63
16,4.79
17,4.97
18,5.14
19,5.3
20,5.48
21,5.68
22,5.85
23,6.01
24,6.18
25,6.32
26,6.44
27,6.51
28,6.66
29,6.8
30,6.92
31,7.04
32,7.17
33,7.31
34,7.46
35,7.58
36,7.65
37,7.72
38,7.8
39,7.92
40,8.03
41,8.12
42,8.24
43,8.34
44,8.46
45,8.56
46,8.66
47,8.76
48,8.86
49,8.95
50,9.03
51,9.12
52,9.26
53,9.35
54,9.44
55,9.6
56,9.66
57,9.73
58,9.84
59,9.88
60,9.93
61,9.94
62,10.0
63,10.11
64,10.22
65,10.3
66,10.4
67,10.54
68,10.61
69,10.67
70,10.74
71,10.81
72,10.88
73,10.97
74,11.07
75,11.26
76,11.36
77,11.42
78,11.5
79,11.62
80,11.71
81,11.8
82,11.85
83,11.97
84,12.06
85,12.22
86,12.41
87,12.58
88,12.67
89,12.75
90,12.84
91,12.94
92,13.06
93,13.08
94,13.2
95,13.44
96,13.69
97,13.9
98,13.93
99,13.95
100,14.03
101,14.07
102,14.21
103,14.36
104,14.47
105,14.57
106,14.6
107,14.65
108,14.71
109,14.76
110,14.86
111,14.89
112,15.01
113,15.13
114,15.2
115,15.27
116,15.37
117,15.47
118,15.42
119,15.54
120,15.66
121,15.83
122,15.86
123,16.0
124,16.12
125,16.23
126,16.3
127,16.32
128,16.33
129,16.43
130,16.57
131,16.6
132,16.69
133,16.72
134,16.78
135,16.91
136,17.0
137,17.13
138,17.12
139,17.22
140,17.34
141,17.48
142,17.44
143,17.48
144,17.55
145,17.72
146,17.84
147,18.01
148,18.19
149,18.27
150,18.34
151,18.5
152,18.64
153,18.75
154,18.81
155,18.98
156,19.17
157,19.39
158,19.65
159,19.9
160,20.29
161,20.29
162,20.13
163,20.17
164,20.16
165,20.37
166,20.72
167,20.91
168,21.05
169,20.94
170,20.94
171,20.85
172,20.97
173,21.12
174,21.25
175,21.33
176,21.4
177,21.53
178,21.64
179,21.93
180,21.95
181,22.04
182,22.02
183,21.88
184,21.78
185,22.13
186,22.02
187,21.94
188,21.9
189,21.87
190,21.88
191,21.85
192,21.73
193,21.71
194,21.52
195,21.63
196,21.64
197,21.61
198,21.43
199,21.34
200,21.16
201,21.1
202,21.07
203,20.77
204,20.7
205,20.58
206,20.52
207,20.41
208,20.22
209,20.02
210,19.68
211,19.23
212,19.25
213,19.63
214,20.19
215,20.63
216,20.72
217,20.64
218,21.0
219,21.34
220,21.5
221,21.54
222,21.62
223,21.68
224,21.74
225,21.88
226,22.07
227,22.09
228,22.18
229,22.28
230,22.27
231,22.42
232,22.47
233,22.49
234,22.5
235,22.58
236,22.51
237,22.59
238,22.58
239,22.68
240,22.67
241,22.6
242,22.82
243,22.86
244,22.73
245,22.75
246,22.68
247,22.67
248,22.84
249,22.81
250,22.82
251,22.82
252,22.84
253,22.91
254,22.97
255,22.93
256,22.95
257,22.86
258,22.7
259,22.6
260,22.81
261,22.89
262,22.81
263,22.74
264,22.74
265,22.64
266,22.57
267,22.56
268,22.56
269,22.56
270,22.42
271,22.32
272,21.93
273,21.63
274,21.53
275,21.19
276,21.19
277,21.09
278,20.95
279,20.85
280,20.55
281,20.45
282,20.38
283,20.2
284,19.95
285,19.82
286,19.64
287,19.4
288,19.22
289,19.21
290,18.95
291,18.69
292,18.39
293,18.33
294,18.13
295,17.98
296,17.8
297,17.56
298,17.35
299,17.22
300,17.01
301,16.86
302,16.6
303,16.61
304,16.47
305,16.33
306,16.13
307,15.95
308,15.86
309,15.69
310,15.59
311,15.44
312,15.29
313,15.08
314,14.93
315,14.73
316,14.55
317,14.35
318,14.21
319,13.97
320,13.87
321,13.74
322,13.62
323,13.43
324,13.32
325,13.24
326,13.12
327,12.94
328,12.86
329,12.7
330,12.56
331,12.4
332,12.27
333,12.15
334,11.98
335,11.85
336,11.7
337,11.55
338,11.41
339,11.24
340,11.08
341,10.95
342,10.84
343,10.66
344,10.54
345,10.42
346,10.26
347,10.13
348,9.95
349,9.81
350,9.69
351,9.62
352,9.53
353,9.42
354,9.28
355,9.18
356,9.08
357,8.98
358,8.92
359,8.84
360,8.77
361,8.67
362,8.59
363,8.54
364,8.51
365,8.46
366,8.44
367,8.41
368,8.37
369,8.35
370,8.35
371,8.34
372,8.37
373,8.36
374,8.36
375,8.39
376,8.42
377,8.44
378,8.47
379,8.5
380,8.55
381,8.62
382,8.67
383,8.68
384,8.73
385,8.8
386,8.85
387,8.89
388,8.95
389,9.0
390,9.03
391,9.06
392,9.11
393,9.14
394,9.16
395,9.18
396,9.22
397,9.26
398,9.25
399,9.26
400,9.25
401,9.24
402,9.26
403,9.26
404,9.26
405,9.2
406,9.16
407,9.05
408,8.95
409,8.88
410,8.73
411,8.58
412,8.37
413,8.15
414,7.9
415,7.67
416,7.43
417,7.23
418,7.06
419,6.91
420,6.76
421,6.63
422,6.49
423,6.32
424,6.19
425,6.04
426,5.93
427,5.82
428,5.71
429,5.61
430,5.54
431,5.48
432,5.43
433,5.38
434,5.33
435,5.32
436,5.33
437,5.36
438,5.39
439,5.43
440,5.48
441,5.56
442,5.65
443,5.74
444,5.85
445,5.97
446,6.09
447,6.23
448,6.46
449,6.67
450,6.89
451,7.11
452,7.32
453,7.6
454,7.87
455,8.11
456,8.37
457,8.53
458,8.34
459,7.61
460,6.84
461,6.42
462,6.21
463,6.07
464,5.78
465,5.49
466,5.36
467,5.11
468,4.69
469,4.38
470,4.23
471,3.79
472,2.85
473,1.6
474,0.53
475,0.26
476,0.29
477,0.48
478,0.64
479,0.97
480,1.4
481,1.88
482,2.51
483,3.25
484,3.92
485,4.74
486,5.14
487,5.29
488,5.18
489,4.88
490,4.58
491,4.21
492,3.73
493,3.25
494,2.94
495,2.8
496,2.5
497,1.88
498,1.29
499,0.85
500,0.55
501,0.36
502,0.26
503,0.22
504,0.24
505,0.28
506,0.39
507,0.64
508,1.05
509,1.72
510,2.88
511,4.5
512,6.31
513,7.95
514,9.64
515,11.51
516,13.47
517,15.36
518,16.93
519,18.43
520,19.96
521,21.47
522,22.68
523,24.05
524,25.2
525,26.47
526,27.27
527,28.33
528,29.15
529,30.12
530,30.73
531,31.55
532,32.55
533,33.18
534,33.96
535,34.38
536,35.19
537,35.78
538,36.29
539,36.92
540,37.25
541,37.78
542,38.53
543,39.01
544,39.05
545,39.66
546,40.43
547,41.04
548,41.33
549,41.43
550,42.05
551,42.39
552,42.79
553,42.95
554,43.15
555,43.41
556,43.57
557,43.98
558,44.51
559,44.35
560,44.75
561,45.01
562,45.23
563,45.59
564,45.91
565,46.03
566,46.3
567,46.49
568,46.92
569,47.23
570,46.87
571,47.22
572,47.57
573,48.21
574,47.81
575,47.78
576,47.96
577,48.41
578,48.25
579,48.16
580,48.32
581,48.47
582,48.37
583,48.62
584,48.55
585,48.74
586,48.74
587,48.67
588,48.96
589,48.89
590,48.83
591,48.68
592,48.97
593,48.94
594,48.89
595,48.68
596,48.77
597,48.78
598,48.82
599,48.65
600,48.66
601,48.42
602,48.64
603,48.85
604,48.44
605,48.13
606,48.1
607,48.48
608,47.97
609,47.67
610,47.17
611,47.67
612,47.34
613,47.26
614,47.3
615,47.07
616,46.99
617,47.12
618,47.18
619,46.47
620,46.4
621,46.02
622,45.76
623,45.13
624,44.1
625,42.85
626,41.83
627,41.22
628,40.54
629,39.68
630,38.97
631,37.98
632,37.19
633,36.6
634,36.05
635,35.14
636,34.5
637,33.6
638,32.77
639,32.32
640,31.89
641,31.44
642,30.55
643,30.01
644,29.61
645,29.06
646,28.44
647,28.01
648,27.64
649,27.21
650,26.78
651,26.38
652,26.1
653,25.82
654,25.43
655,24.99
656,24.65
657,24.33
658,24.07
659,23.73
660,23.15
661,22.74
662,22.43
663,21.99
664,21.45
665,21.11
666,20.66
667,20.25
668,19.91
669,19.55
670,19.12
671,18.84
672,18.46
673,18.12
674,17.72
675,17.36
676,16.96
677,16.78
678,16.47
679,16.1
680,15.87
681,15.52
682,15.17
683,14.92
684,14.63
685,14.39
686,14.06
687,13.7
688,13.48
689,13.22
690,12.98
691,12.68
692,12.4
693,12.18
694,11.87
695,11.65
696,11.36
697,11.1
698,10.88
699,10.61
700,10.41
701,10.14
702,9.85
703,9.66
704,9.47
705,9.23
706,9.07
707,8.91
708,8.69
709,8.51
710,8.32
711,8.18
712,8.03
713,7.85
714,7.72
715,7.53
716,7.41
717,7.27
718,7.15
719,6.97
720,6.84
721,6.7
722,6.56
723,6.26
724,5.65
725,4.86
726,4.03
727,3.22
728,2.43
729,1.71
730,1.14
731,0.69
732,0.37
733,0.22
734,0.16
735,0.13
736,0.12
737,0.11
738,0.1
739,0.1
740,0.1
741,0.09
742,0.09
743,0.1
744,0.09
745,0.1
746,0.1
747,0.12
748,0.13
749,0.18
750,0.45
751,0.76
752,1.0
753,1.27
754,1.57
755,1.86
756,2.09
757,2.3
758,2.5
759,2.75
760,2.96
761,3.15
762,3.32
763,3.5
764,3.66
765,3.84
766,4.01
767,4.2
768,4.39
769,4.58
770,4.78
771,4.97
772,5.12
773,5.24
774,5.4
775,5.62
776,5.81
777,5.95
778,6.11
779,6.27
780,6.4
781,6.51
782,6.61
783,6.75
784,6.86
785,6.99
786,7.1
787,7.25
788,7.41
789,7.54
790,7.64
791,7.7
792,7.79
793,7.87
794,7.98
795,8.08
796,8.21
797,8.31
798,8.43
799,8.52
800,8.6
801,8.7
802,8.78
803,8.86
804,8.98
805,9.07
806,9.17
807,9.26
808,9.33
809,9.48
810,9.6
811,9.7
812,9.78
813,9.85
814,9.88
815,9.93
816,9.98
817,10.04
818,10.1
819,10.21
820,10.3
821,10.42
822,10.52
823,10.58
824,10.65
825,10.71
826,10.79
827,10.86
828,10.94
829,11.12
830,11.25
831,11.33
832,11.42
833,11.52
834,11.64
835,11.72
836,11.73
837,11.84
838,11.99
839,12.16
840,12.32
841,12.49
842,12.65
843,12.76
844,12.84
845,12.86
846,12.92
847,13.01
848,13.15
849,13.3
850,13.57
851,13.77
852,13.92
853,13.92
854,13.98
855,14.07
856,14.12
857,14.27
858,14.39
859,14.49
860,14.6
861,14.63
862,14.71
863,14.72
864,14.79
865,14.88
866,15.05
867,15.12
868,15.23
869,15.35
870,15.4
871,15.48
872,15.58
873,15.61
874,15.65
875,15.73
876,15.83
877,15.93
878,15.93
879,16.08
880,16.19
881,16.22
882,16.28
883,16.45
884,16.53
885,16.52
886,16.56
887,16.71
888,16.69
889,16.85
890,16.95
891,17.08
892,17.11
893,17.18
894,17.29
895,17.37
896,17.49
897,17.48
898,17.56
899,17.71
900,17.88
901,18.05
902,18.07
903,18.26
904,18.34
905,18.4
906,18.54
907,18.67
908,18.82
909,18.95
910,19.01
911,19.24
912,19.49
913,19.76
914,20.15
915,20.36
916,20.16
917,20.24
918,20.2
919,20.29
920,20.61
921,20.88
922,20.93
923,20.99
924,20.96
925,20.98
926,20.99
927,21.04
928,21.14
929,21.28
930,21.47
931,21.53
932,21.62
933,21.76
934,21.64
935,22.01
936,21.94
937,21.82
938,21.91
939,21.95
940,21.84
941,21.93
942,21.99
943,21.93
944,21.84
945,21.78
946,21.7
947,21.68
948,21.52
949,21.61
950,21.67
951,21.58
952,21.55
953,21.48
954,21.27
955,21.13
956,21.1
957,21.08
958,20.83
959,20.64
960,20.5
961,20.44
962,20.33
963,20.2
964,20.03
965,19.66
966,19.16
967,19.27
968,19.65
969,20.22
970,20.66
971,20.63
972,20.67
973,20.98
974,21.16
975,21.42
976,21.66
977,21.73
978,21.69
979,21.83
980,22.05
981,22.16
982,22.27
983,22.16
984,22.26
985,22.17
986,22.31
987,22.36
988,22.47
989,22.55
990,22.51
991,22.55
992,22.73
993,22.69
994,22.66
995,22.76
996,22.71
997,22.49
998,22.77
999,22.72
