,0
0,17.95
1,18.07
2,18.04
3,18.18
4,18.44
5,18.64
6,18.69
7,18.84
8,19.07
9,19.31
10,19.45
11,19.58
12,19.66
13,19.78
14,19.74
15,19.91
16,19.97
17,20.04
18,20.25
19,20.13
20,20.31
21,20.06
22,19.35
23,18.9
24,18.97
25,18.95
26,18.8
27,18.67
28,18.42
29,18.25
30,18.13
31,18.07
32,17.92
33,17.74
34,17.63
35,17.52
36,17.45
37,17.28
38,17.2
39,17.0
40,16.89
41,16.76
42,16.7
43,16.66
44,16.51
45,16.39
46,16.42
47,16.23
48,16.12
49,16.12
50,16.05
51,16.13
52,16.1
53,16.11
54,16.06
55,16.0
56,16.0
57,16.15
58,16.31
59,16.03
60,15.85
61,15.6
62,15.46
63,15.38
64,15.36
65,15.27
66,15.06
67,14.82
68,14.64
69,14.5
70,14.35
71,14.25
72,14.09
73,13.98
74,13.89
75,13.67
76,13.46
77,13.3
78,13.22
79,13.11
80,12.97
81,12.82
82,12.65
83,12.54
84,12.49
85,12.36
86,12.21
87,12.04
88,11.93
89,11.83
90,11.75
91,11.63
92,11.52
93,11.38
94,11.29
95,11.2
96,11.04
97,10.95
98,10.86
99,10.81
100,10.77
101,10.74
102,10.67
103,10.61
104,10.54
105,10.48
106,10.48
107,10.47
108,10.42
109,10.38
110,10.35
111,10.36
112,10.37
113,10.4
114,10.34
115,10.35
116,10.38
117,10.44
118,10.47
119,10.49
120,10.48
121,10.5
122,10.52
123,10.57
124,10.61
125,10.64
126,10.65
127,10.65
128,10.64
129,10.71
130,10.76
131,10.74
132,10.72
133,10.73
134,10.79
135,10.79
136,10.85
137,10.87
138,10.9
139,10.9
140,10.95
141,10.94
142,10.97
143,10.96
144,10.98
145,11.03
146,11.04
147,11.09
148,11.09
149,11.12
150,11.21
151,11.31
152,11.33
153,11.37
154,11.43
155,11.46
156,11.53
157,11.55
158,11.61
159,11.63
160,11.65
161,11.73
162,11.75
163,11.78
164,11.74
165,11.71
166,11.68
167,11.62
168,11.59
169,11.53
170,11.44
171,11.34
172,11.23
173,11.06
174,10.91
175,10.74
176,10.54
177,10.36
178,10.16
179,9.98
180,9.82
181,9.66
182,9.53
183,9.35
184,9.18
185,9.05
186,8.89
187,8.77
188,8.63
189,8.51
190,8.35
191,8.21
192,8.1
193,7.97
194,7.84
195,7.72
196,7.61
197,7.54
198,7.45
199,7.34
200,7.27
201,7.23
202,7.16
203,7.08
204,6.99
205,6.9
206,6.84
207,6.78
208,6.71
209,6.65
