,x,y,z,MaximumInscribedSphereRadius,CenterlineIds,TractIds,Blanking,GroupIds
482,59.35525894165039,-54.02503204345703,-236.92254638671875,2.3171760607883503,52,12,0,152
483,56.91395950317383,-53.85928726196289,-236.68345642089844,2.000996356989521,52,14,0,154
484,53.557456970214844,-53.60652160644531,-236.31881713867188,1.5857119380255913,52,14,0,154
485,50.216373443603516,-53.091773986816406,-236.46315002441406,1.6992094420190629,52,14,0,154
486,47.016170501708984,-51.979515075683594,-236.36923217773438,1.718146491711325,52,14,0,154
487,43.81800842285156,-50.8602409362793,-236.31883239746094,1.7218214773816638,52,14,0,154
488,40.59176254272461,-49.81216049194336,-236.2257537841797,1.7413385207260614,52,14,0,154
489,77.40750885009766,-57.7137336730957,-237.30918884277344,2.7122548593149993,53,10,0,155
490,77.0041275024414,-63.12299346923828,-235.9246826171875,2.388407060722218,53,10,0,155
491,77.73323822021484,-64.9918212890625,-234.37225341796875,2.346307503006056,53,12,0,157
492,77.8364486694336,-69.48391723632812,-232.0103759765625,2.005884530863269,53,12,0,157
493,78.77672576904297,-71.59451293945312,-231.86712646484375,1.9629699960689082,53,14,0,159
494,79.98158264160156,-74.77134704589844,-231.5220947265625,1.5521314413108285,53,14,0,159
495,80.53343200683594,-78.13065338134766,-231.19334411621094,1.363058297426113,53,14,0,159
496,80.79451751708984,-81.5418472290039,-230.91799926757812,1.3713667097887399,53,14,0,159
497,81.1627426147461,-84.94976043701172,-230.6729278564453,1.3978832355059034,53,14,0,159
498,76.70223236083984,-70.9296646118164,-230.93670654296875,2.265604241262701,54,14,0,160
499,74.93466186523438,-72.86131286621094,-229.54872131347656,2.2121791384561114,54,14,0,160
500,73.1006851196289,-74.43264770507812,-227.79071044921875,2.172942831212041,54,14,0,160
501,71.29734802246094,-75.735107421875,-225.79739379882812,2.168575365966466,54,14,0,160
502,69.50928497314453,-77.0736083984375,-223.7977294921875,2.1673930961749543,54,14,0,160
503,76.25540924072266,-65.54202270507812,-236.45252990722656,2.123558062867292,55,12,0,161
