,0
0,9.72
1,9.52
2,9.28
3,9.01
4,8.85
5,8.61
6,8.39
7,8.18
8,7.99
9,7.81
10,7.62
11,7.48
12,7.29
13,7.12
14,6.95
15,6.78
16,6.63
17,6.44
18,6.3
19,6.16
20,6.01
21,5.86
22,5.7
23,5.55
24,5.42
25,5.3
26,5.17
27,5.06
28,4.94
29,4.82
30,4.68
31,4.56
32,4.45
33,4.34
34,4.23
35,4.13
36,4.04
37,3.93
38,3.83
39,3.72
40,3.64
41,3.54
42,3.47
43,3.38
44,3.3
45,3.2
46,3.11
47,3.04
48,2.96
49,2.89
50,2.81
51,2.74
52,2.68
53,2.62
54,2.55
55,2.48
56,2.42
57,2.36
58,2.29
59,2.23
60,2.17
61,2.12
62,2.07
63,2.01
64,1.96
65,1.92
66,1.87
67,1.82
68,1.77
69,1.72
70,1.68
71,1.64
72,1.59
73,1.55
74,1.51
75,1.47
76,1.44
77,1.4
78,1.36
79,1.33
80,1.3
81,1.26
82,1.22
83,1.2
84,1.17
85,1.14
86,1.11
87,1.07
88,1.05
89,1.03
90,1.01
91,0.98
92,0.96
93,0.97
94,0.97
95,1.01
96,1.06
97,1.09
98,1.09
99,1.07
100,1.03
101,0.99
102,0.95
103,0.93
104,0.92
105,0.92
106,0.9
107,0.88
108,0.86
109,0.84
110,0.8
111,0.77
112,0.76
113,0.74
114,0.72
115,0.7
116,0.68
117,0.65
118,0.63
119,0.6
120,0.59
121,0.57
122,0.56
123,0.54
124,0.52
125,0.51
126,0.5
127,0.48
128,0.46
129,0.45
130,0.44
131,0.43
132,0.42
133,0.4
134,0.39
135,0.38
136,0.37
137,0.35
138,0.35
139,0.34
140,0.33
141,0.32
142,0.32
143,0.31
144,0.3
145,0.29
146,0.28
147,0.28
148,0.27
149,0.26
150,0.25
151,0.25
152,0.24
153,0.24
154,0.23
155,0.22
156,0.21
157,0.22
158,0.21
159,0.21
160,0.21
161,0.2
162,0.2
163,0.19
164,0.19
165,0.18
166,0.18
167,0.17
168,0.17
169,0.17
170,0.17
171,0.17
172,0.16
173,0.16
174,0.16
175,0.15
176,0.15
177,0.15
178,0.14
179,0.14
180,0.14
181,0.14
182,0.14
183,0.13
184,0.13
185,0.13
186,0.13
187,0.12
188,0.12
189,0.12
190,0.11
191,0.12
192,0.11
193,0.11
194,0.11
195,0.11
196,0.1
197,0.1
198,0.1
199,0.1
200,0.1
201,0.1
202,0.1
203,0.09
204,0.09
205,0.09
206,0.09
207,0.09
208,0.08
209,0.09
210,0.09
211,0.09
212,0.08
213,0.08
214,0.08
215,0.08
216,0.08
217,0.08
218,0.08
219,0.08
220,0.08
221,0.07
222,0.07
223,0.07
224,0.07
225,0.07
226,0.07
227,0.07
228,0.07
229,0.07
230,0.07
231,0.07
232,0.07
233,0.07
234,0.06
235,0.06
236,0.06
237,0.06
238,0.06
239,0.06
240,0.06
241,0.05
242,0.06
243,0.06
244,0.05
245,0.05
246,0.05
247,0.05
248,0.05
249,0.05
250,0.05
251,0.04
252,0.05
253,0.05
254,0.05
255,0.05
256,0.05
257,0.05
258,0.05
259,0.05
260,0.04
261,0.04
262,0.05
263,0.05
264,0.04
265,0.04
266,0.04
267,0.04
268,0.04
269,0.04
270,0.04
271,0.04
272,0.04
273,0.03
274,0.03
275,0.04
276,0.03
277,0.04
