,Unnamed: 0,x,y,z,MaximumInscribedSphereRadius,Blanking,CenterlineIds,TractIds,GroupIds
53182,53182,99.26157,18.085413,-201.78136,8.753640466359123,0.0,20.0,2.0,58.0
53183,53183,99.16843,18.298756,-202.14891,8.706712449799701,0.0,20.0,2.0,58.0
53184,53184,99.088715,18.447142,-202.44156,8.670796066365412,0.0,20.0,2.0,58.0
53185,53185,98.91862,18.783403,-203.16747,8.61694076590845,0.0,20.0,2.0,58.0
53186,53186,98.79707,18.97195,-203.70778,8.59445455370756,0.0,20.0,2.0,58.0
53187,53187,98.75267,19.024055,-203.85452,8.584200411541627,0.0,20.0,2.0,58.0
53188,53188,98.61377,19.269424,-204.56451,8.504929359217456,0.0,20.0,2.0,58.0
53189,53189,98.42998,19.517609,-205.27791,8.44900189714794,0.0,20.0,2.0,58.0
53190,53190,98.297966,19.83167,-206.06805,8.401118358594573,0.0,20.0,2.0,58.0
53191,53191,98.19233,20.087269,-206.83716,8.341611072851776,0.0,20.0,2.0,58.0
53192,53192,98.15814,20.211376,-207.29991,8.247900629409598,0.0,20.0,2.0,58.0
53193,53193,98.1214,20.382677,-208.12042,8.126626345889616,0.0,20.0,2.0,58.0
53194,53194,98.11957,20.407217,-208.21547,8.113742253707283,0.0,20.0,2.0,58.0
53195,53195,98.12748,20.480463,-208.54666,8.069816711210503,0.0,20.0,2.0,58.0
53196,53196,98.12761,20.481653,-208.55205,8.06910247474714,0.0,20.0,2.0,58.0
53197,53197,98.07635,20.686934,-209.46245,7.992682451633672,0.0,20.0,2.0,58.0
53198,53198,98.07262,20.796967,-209.82924,7.960999627124538,0.0,20.0,2.0,58.0
53199,53199,98.0751,20.81675,-209.89809,7.956323465401168,0.0,20.0,2.0,58.0
53200,53200,98.08114,20.882277,-210.114,7.942535324895499,0.0,20.0,2.0,58.0
53201,53201,98.076065,20.9377,-210.2842,7.926876390523525,0.0,20.0,2.0,58.0
53202,53202,98.073296,20.95918,-210.34413,7.920467375095024,0.0,20.0,2.0,58.0
53203,53203,98.073265,20.959442,-210.34486,7.92038953280237,0.0,20.0,2.0,58.0
53204,53204,98.072105,20.969847,-210.3761,7.916961928984813,0.0,20.0,2.0,58.0
53205,53205,98.0721,20.969889,-210.37622,7.916948163507635,0.0,20.0,2.0,58.0
53206,53206,98.071526,21.067,-210.62906,7.885884155993354,0.0,20.0,2.0,58.0
53207,53207,98.0959,21.28524,-211.1008,7.831281342710795,0.0,20.0,2.0,58.0
53208,53208,98.10855,21.355276,-211.23407,7.814709963246332,0.0,20.0,2.0,58.0
53209,53209,98.13553,21.466612,-211.44664,7.79024855263638,0.0,20.0,2.0,58.0
53210,53210,98.135635,21.467058,-211.4475,7.790150314039553,0.0,20.0,2.0,58.0
53211,53211,98.146706,21.618643,-211.72481,7.753924023369008,0.0,20.0,2.0,58.0
53212,53212,98.14738,21.626211,-211.73943,7.752090771621961,0.0,20.0,2.0,58.0
53213,53213,98.168396,21.775434,-212.02122,7.719149188690132,0.0,20.0,2.0,58.0
53214,53214,98.17006,21.814192,-212.09244,7.710266564091291,0.0,20.0,2.0,58.0
53215,53215,98.163414,21.976519,-212.38359,7.679393446465005,0.0,20.0,2.0,58.0
53216,53216,98.16793,22.0606,-212.51773,7.662092285786469,0.0,20.0,2.0,58.0
53217,53217,98.17343,22.105217,-212.58748,7.652281969229439,0.0,20.0,2.0,58.0
53218,53218,98.16371,22.261477,-212.82213,7.609301030323123,0.0,20.0,2.0,58.0
53219,53219,98.09954,22.754532,-213.55135,7.5274330974603005,0.0,20.0,2.0,58.0
53220,53220,98.09728,22.80179,-213.61308,7.518107371706024,0.0,20.0,2.0,58.0
53221,53221,98.10412,23.067532,-213.97878,7.483234562043731,0.0,20.0,2.0,58.0
53222,53222,98.08407,23.272524,-214.24889,7.454712332172351,0.0,20.0,2.0,58.0
53223,53223,98.06222,23.473577,-214.50055,7.436609735910608,0.0,20.0,2.0,58.0
53224,53224,98.04772,23.556152,-214.60182,7.429051027231423,0.0,20.0,2.0,58.0
53225,53225,98.035645,23.62066,-214.68695,7.422316307589051,0.0,20.0,2.0,58.0
53226,53226,98.00598,23.98388,-215.10417,7.391857398119274,0.0,20.0,2.0,58.0
53227,53227,98.0037,24.254997,-215.38087,7.367043241422522,0.0,20.0,2.0,58.0
53228,53228,98.013954,24.580343,-215.66835,7.346947073622025,0.0,20.0,2.0,58.0
53229,53229,98.015205,24.604952,-215.69162,7.345283566220264,0.0,20.0,2.0,58.0
53230,53230,98.01985,24.651855,-215.7366,7.341141611901054,0.0,20.0,2.0,58.0
53231,53231,98.12055,25.623056,-216.62027,7.350029194158394,0.0,20.0,2.0,58.0
53232,53232,98.12969,25.702362,-216.70149,7.356937862021815,0.0,20.0,2.0,58.0
53233,53233,98.28173,26.627247,-217.43077,7.397168960607336,0.0,20.0,2.0,58.0
53234,53234,98.31265,26.951054,-217.6974,7.436495103360665,0.0,20.0,2.0,58.0
53235,53235,98.38956,27.371532,-217.9827,7.463329876996495,0.0,20.0,2.0,58.0
53236,53236,98.410934,27.698782,-218.21188,7.489346387173287,0.0,20.0,2.0,58.0
53237,53237,98.46088,28.00768,-218.50029,7.4922636331342,0.0,20.0,2.0,58.0
53238,53238,98.51994,28.186874,-218.66983,7.48079605339449,0.0,20.0,2.0,58.0
53239,53239,98.528854,28.219671,-218.70438,7.476867692542404,0.0,20.0,2.0,58.0
53240,53240,98.65592,28.69966,-219.2728,7.401259110577482,0.0,20.0,2.0,58.0
53241,53241,98.74426,29.012115,-219.65353,7.337013333572187,0.0,20.0,2.0,58.0
53242,53242,98.76037,29.107328,-219.75986,7.31885902766988,0.0,20.0,2.0,58.0
55680,55680,99.26157,18.085413,-201.78136,8.753640466359123,0.0,21.0,2.0,58.0
55681,55681,99.16843,18.298756,-202.14891,8.706712449799701,0.0,21.0,2.0,58.0
55682,55682,99.088715,18.447142,-202.44156,8.670796066365412,0.0,21.0,2.0,58.0
55683,55683,98.91862,18.783403,-203.16747,8.61694076590845,0.0,21.0,2.0,58.0
55684,55684,98.79707,18.97195,-203.70778,8.59445455370756,0.0,21.0,2.0,58.0
55685,55685,98.75267,19.024055,-203.85452,8.584200411541627,0.0,21.0,2.0,58.0
55686,55686,98.61377,19.269424,-204.56451,8.504929359217456,0.0,21.0,2.0,58.0
55687,55687,98.42998,19.517609,-205.27791,8.44900189714794,0.0,21.0,2.0,58.0
55688,55688,98.297966,19.83167,-206.06805,8.401118358594573,0.0,21.0,2.0,58.0
55689,55689,98.19233,20.087269,-206.83716,8.341611072851776,0.0,21.0,2.0,58.0
55690,55690,98.15814,20.211376,-207.29991,8.247900629409598,0.0,21.0,2.0,58.0
55691,55691,98.1214,20.382677,-208.12042,8.126626345889616,0.0,21.0,2.0,58.0
55692,55692,98.11957,20.407217,-208.21547,8.113742253707283,0.0,21.0,2.0,58.0
55693,55693,98.12748,20.480463,-208.54666,8.069816711210503,0.0,21.0,2.0,58.0
55694,55694,98.12761,20.481653,-208.55205,8.06910247474714,0.0,21.0,2.0,58.0
55695,55695,98.07635,20.686934,-209.46245,7.992682451633672,0.0,21.0,2.0,58.0
55696,55696,98.07262,20.796967,-209.82924,7.960999627124538,0.0,21.0,2.0,58.0
55697,55697,98.0751,20.81675,-209.89809,7.956323465401168,0.0,21.0,2.0,58.0
55698,55698,98.08114,20.882277,-210.114,7.942535324895499,0.0,21.0,2.0,58.0
55699,55699,98.076065,20.9377,-210.2842,7.926876390523525,0.0,21.0,2.0,58.0
55700,55700,98.073296,20.95918,-210.34413,7.920467375095024,0.0,21.0,2.0,58.0
55701,55701,98.073265,20.959442,-210.34486,7.92038953280237,0.0,21.0,2.0,58.0
