,Unnamed: 0,x,y,z,MaximumInscribedSphereRadius,Blanking,CenterlineIds,TractIds,GroupIds
53332,53332,96.33692,42.793564,-249.6607,5.807270431950779,1.0,20.0,5.0,61.0
53333,53333,96.3111,43.080383,-250.0648,5.731279974530784,1.0,20.0,5.0,61.0
53334,53334,96.22046,43.42395,-250.476,5.663441359987624,1.0,20.0,5.0,61.0
53335,53335,96.104164,43.849037,-251.17555,5.534399713719886,1.0,20.0,5.0,61.0
53336,53336,96.01477,44.01704,-251.44739,5.49743025868033,1.0,20.0,5.0,61.0
53337,53337,96.00818,44.033905,-251.47275,5.49413072121643,1.0,20.0,5.0,61.0
53338,53338,95.97123,44.14741,-251.62698,5.477358573757334,1.0,20.0,5.0,61.0
53339,53339,95.92991,44.319942,-251.85167,5.458272162376447,1.0,20.0,5.0,61.0
53340,53340,95.87556,44.52148,-252.19382,5.4002968124977215,1.0,20.0,5.0,61.0
53341,53341,95.7188,44.936363,-252.84578,5.329672005749875,1.0,20.0,5.0,61.0
53342,53342,95.6697,45.094013,-253.14844,5.304699018712705,1.0,20.0,5.0,61.0
53343,53343,95.63162,45.28435,-253.46388,5.289929048471402,1.0,20.0,5.0,61.0
53344,53344,95.5832,45.441322,-253.7131,5.28183503464046,1.0,20.0,5.0,61.0
53345,53345,95.51139,45.67104,-254.10423,5.2580956025598455,1.0,20.0,5.0,61.0
53346,53346,95.51016,45.67795,-254.11458,5.257561524342807,1.0,20.0,5.0,61.0
53347,53347,95.489815,45.772346,-254.27956,5.240061904593889,1.0,20.0,5.0,61.0
53348,53348,95.460556,45.928383,-254.6181,5.194054962326336,1.0,20.0,5.0,61.0
53349,53349,95.44239,46.18231,-255.09547,5.151667220710317,1.0,20.0,5.0,61.0
53350,53350,95.44011,46.21278,-255.16293,5.146640822533888,1.0,20.0,5.0,61.0
53351,53351,95.417625,46.319103,-255.3893,5.123275921429754,1.0,20.0,5.0,61.0
53352,53352,95.40513,46.414204,-255.59312,5.102215600654583,1.0,20.0,5.0,61.0
53353,53353,95.40456,46.422672,-255.61273,5.100135362534715,1.0,20.0,5.0,61.0
53354,53354,95.40167,46.443794,-255.6618,5.094152907143774,1.0,20.0,5.0,61.0
53355,53355,95.383354,46.509594,-255.81647,5.070055956189691,1.0,20.0,5.0,61.0
55830,55830,96.34461,42.708126,-249.54033,5.829906206178713,1.0,21.0,5.0,61.0
55831,55831,96.3111,43.080383,-250.0648,5.731279974530784,1.0,21.0,5.0,61.0
55832,55832,96.22046,43.42395,-250.476,5.663441359987624,1.0,21.0,5.0,61.0
55833,55833,96.104164,43.849037,-251.17555,5.534399713719886,1.0,21.0,5.0,61.0
55834,55834,96.01477,44.01704,-251.44739,5.49743025868033,1.0,21.0,5.0,61.0
55835,55835,96.00818,44.033905,-251.47275,5.49413072121643,1.0,21.0,5.0,61.0
55836,55836,95.97123,44.14741,-251.62698,5.477358573757334,1.0,21.0,5.0,61.0
55837,55837,95.92991,44.319942,-251.85167,5.458272162376447,1.0,21.0,5.0,61.0
55838,55838,95.91689,44.49783,-252.13914,5.412704456093254,1.0,21.0,5.0,61.0
55839,55839,95.91662,44.49935,-252.14168,5.412288813942596,1.0,21.0,5.0,61.0
55840,55840,95.87883,44.685673,-252.42874,5.371541164138734,1.0,21.0,5.0,61.0
55841,55841,95.856575,44.95107,-252.81822,5.357383412373366,1.0,21.0,5.0,61.0
55842,55842,95.84924,45.01765,-252.91653,5.353720786523481,1.0,21.0,5.0,61.0
