,Unnamed: 0,x,y,z,MaximumInscribedSphereRadius,Blanking,CenterlineIds,TractIds,GroupIds
2113,2113,101.64787,12.238783,-194.69783,8.693055019788721,1.0,0.0,1.0,1.0
2114,2114,101.63378,12.168804,-194.89897,8.695214001432623,1.0,0.0,1.0,1.0
2115,2115,101.63358,12.163192,-194.91649,8.69525714837898,1.0,0.0,1.0,1.0
2116,2116,101.63043,12.153769,-194.94434,8.694374174547844,1.0,0.0,1.0,1.0
2117,2117,101.56087,11.904053,-195.6719,8.66701050033231,1.0,0.0,1.0,1.0
2118,2118,101.54974,11.873865,-195.7525,8.664022891358428,1.0,0.0,1.0,1.0
2119,2119,101.53068,11.770309,-196.0661,8.635679368596671,1.0,0.0,1.0,1.0
2120,2120,101.498055,11.279221,-197.08661,8.502615049835292,1.0,0.0,1.0,1.0
2121,2121,101.4973,11.272972,-197.10628,8.501332023868022,1.0,0.0,1.0,1.0
2122,2122,101.503235,11.196386,-197.27823,8.482106874503678,1.0,0.0,1.0,1.0
2123,2123,101.46138,10.84696,-197.96056,8.370659611087598,1.0,0.0,1.0,1.0
2124,2124,101.42497,10.503338,-198.78496,8.300562926038662,1.0,0.0,1.0,1.0
2125,2125,101.36592,10.290374,-199.22163,8.254347217131086,1.0,0.0,1.0,1.0
2126,2126,101.36037,10.274569,-199.2634,8.250656872154465,1.0,0.0,1.0,1.0
2127,2127,101.33181,10.075369,-199.78186,8.19609910676983,1.0,0.0,1.0,1.0
2128,2128,101.34541,9.826237,-200.36559,8.13066598059125,1.0,0.0,1.0,1.0
2129,2129,101.374825,9.705319,-200.62222,8.09540542788169,1.0,0.0,1.0,1.0
2130,2130,101.42116,9.562018,-200.88406,8.055549266173522,1.0,0.0,1.0,1.0
2131,2131,101.42172,9.560278,-200.88724,8.055065183237794,1.0,0.0,1.0,1.0
2132,2132,101.4403,9.476323,-201.03784,8.029125876658062,1.0,0.0,1.0,1.0
2133,2133,101.51845,8.888044,-201.81163,7.900674384460053,1.0,0.0,1.0,1.0
2134,2134,101.5185,8.882167,-201.8224,7.898887274670718,1.0,0.0,1.0,1.0
2135,2135,101.55016,8.623964,-202.22157,7.829727035615548,1.0,0.0,1.0,1.0
2136,2136,101.557014,8.527124,-202.36234,7.804305663971063,1.0,0.0,1.0,1.0
2137,2137,101.56631,8.403834,-202.49884,7.778676916477016,1.0,0.0,1.0,1.0
4687,4687,101.64787,12.238783,-194.69783,8.693055019788721,1.0,1.0,1.0,1.0
4688,4688,101.63378,12.168804,-194.89897,8.695214001432623,1.0,1.0,1.0,1.0
4689,4689,101.63358,12.163192,-194.91649,8.69525714837898,1.0,1.0,1.0,1.0
4690,4690,101.63043,12.153769,-194.94434,8.694374174547844,1.0,1.0,1.0,1.0
4691,4691,101.56087,11.904053,-195.6719,8.66701050033231,1.0,1.0,1.0,1.0
4692,4692,101.54974,11.873865,-195.7525,8.664022891358428,1.0,1.0,1.0,1.0
4693,4693,101.53068,11.770309,-196.0661,8.635679368596671,1.0,1.0,1.0,1.0
4694,4694,101.498055,11.279221,-197.08661,8.502615049835292,1.0,1.0,1.0,1.0
4695,4695,101.4973,11.272972,-197.10628,8.501332023868022,1.0,1.0,1.0,1.0
4696,4696,101.503235,11.196386,-197.27823,8.482106874503678,1.0,1.0,1.0,1.0
4697,4697,101.46138,10.84696,-197.96056,8.370659611087598,1.0,1.0,1.0,1.0
4698,4698,101.42497,10.503338,-198.78496,8.300562926038662,1.0,1.0,1.0,1.0
4699,4699,101.36592,10.290374,-199.22163,8.254347217131086,1.0,1.0,1.0,1.0
4700,4700,101.36037,10.274569,-199.2634,8.250656872154465,1.0,1.0,1.0,1.0
4701,4701,101.33181,10.075369,-199.78186,8.19609910676983,1.0,1.0,1.0,1.0
4702,4702,101.34541,9.826237,-200.36559,8.13066598059125,1.0,1.0,1.0,1.0
4703,4703,101.374825,9.705319,-200.62222,8.09540542788169,1.0,1.0,1.0,1.0
4704,4704,101.42116,9.562018,-200.88406,8.055549266173522,1.0,1.0,1.0,1.0
4705,4705,101.42172,9.560278,-200.88724,8.055065183237794,1.0,1.0,1.0,1.0
4706,4706,101.4403,9.476323,-201.03784,8.029125876658062,1.0,1.0,1.0,1.0
4707,4707,101.51845,8.888044,-201.81163,7.900674384460053,1.0,1.0,1.0,1.0
4708,4708,101.5185,8.882167,-201.8224,7.898887274670718,1.0,1.0,1.0,1.0
4709,4709,101.55016,8.623964,-202.22157,7.829727035615548,1.0,1.0,1.0,1.0
4710,4710,101.557014,8.527124,-202.36234,7.804305663971063,1.0,1.0,1.0,1.0
4711,4711,101.56631,8.403834,-202.49884,7.778676916477016,1.0,1.0,1.0,1.0
7262,7262,101.64787,12.238783,-194.69783,8.693055019788721,1.0,2.0,1.0,1.0
7263,7263,101.63378,12.168804,-194.89897,8.695214001432623,1.0,2.0,1.0,1.0
7264,7264,101.63358,12.163192,-194.91649,8.69525714837898,1.0,2.0,1.0,1.0
7265,7265,101.63043,12.153769,-194.94434,8.694374174547844,1.0,2.0,1.0,1.0
7266,7266,101.56087,11.904053,-195.6719,8.66701050033231,1.0,2.0,1.0,1.0
7267,7267,101.54974,11.873865,-195.7525,8.664022891358428,1.0,2.0,1.0,1.0
7268,7268,101.53068,11.770309,-196.0661,8.635679368596671,1.0,2.0,1.0,1.0
7269,7269,101.498055,11.279221,-197.08661,8.502615049835292,1.0,2.0,1.0,1.0
7270,7270,101.4973,11.272972,-197.10628,8.501332023868022,1.0,2.0,1.0,1.0
7271,7271,101.503235,11.196386,-197.27823,8.482106874503678,1.0,2.0,1.0,1.0
7272,7272,101.46138,10.84696,-197.96056,8.370659611087598,1.0,2.0,1.0,1.0
7273,7273,101.42497,10.503338,-198.78496,8.300562926038662,1.0,2.0,1.0,1.0
7274,7274,101.36592,10.290374,-199.22163,8.254347217131086,1.0,2.0,1.0,1.0
7275,7275,101.36037,10.274569,-199.2634,8.250656872154465,1.0,2.0,1.0,1.0
7276,7276,101.33181,10.075369,-199.78186,8.19609910676983,1.0,2.0,1.0,1.0
7277,7277,101.34541,9.826237,-200.36559,8.13066598059125,1.0,2.0,1.0,1.0
7278,7278,101.374825,9.705319,-200.62222,8.09540542788169,1.0,2.0,1.0,1.0
7279,7279,101.42116,9.562018,-200.88406,8.055549266173522,1.0,2.0,1.0,1.0
7280,7280,101.42172,9.560278,-200.88724,8.055065183237794,1.0,2.0,1.0,1.0
7281,7281,101.4403,9.476323,-201.03784,8.029125876658062,1.0,2.0,1.0,1.0
7282,7282,101.51845,8.888044,-201.81163,7.900674384460053,1.0,2.0,1.0,1.0
7283,7283,101.5185,8.882167,-201.8224,7.898887274670718,1.0,2.0,1.0,1.0
7284,7284,101.55016,8.623964,-202.22157,7.829727035615548,1.0,2.0,1.0,1.0
7285,7285,101.557014,8.527124,-202.36234,7.804305663971063,1.0,2.0,1.0,1.0
7286,7286,101.56631,8.403834,-202.49884,7.778676916477016,1.0,2.0,1.0,1.0
9805,9805,101.64787,12.238783,-194.69783,8.693055019788721,1.0,3.0,1.0,1.0
