,0
0,12.77
1,12.86
2,12.95
3,13.04
4,13.17
5,13.38
6,13.47
7,13.55
8,13.62
9,13.67
10,13.71
11,13.89
12,14.02
13,14.17
14,14.17
15,14.21
16,14.33
17,14.45
18,14.58
19,14.66
20,14.74
21,14.85
22,14.92
23,15.02
24,15.16
25,15.29
26,15.33
27,15.17
28,15.04
29,15.07
30,15.28
31,15.47
32,15.65
33,15.65
34,15.69
35,15.67
36,15.72
37,15.78
38,15.91
39,16.03
40,16.15
41,16.1
42,16.1
43,16.24
44,16.29
45,16.38
46,16.45
47,16.48
48,16.53
49,16.58
50,16.58
51,16.8
52,16.88
53,16.96
54,16.96
55,17.01
56,17.07
57,17.08
58,17.21
59,17.28
60,17.24
61,17.3
62,17.33
63,17.42
64,17.46
65,17.5
66,17.52
67,17.48
68,17.49
69,17.6
70,17.66
71,17.66
72,17.79
73,17.73
74,17.87
75,17.99
76,18.02
77,17.57
78,16.92
79,16.56
80,16.55
81,16.71
82,16.95
83,17.22
84,17.41
85,17.36
86,17.38
87,17.39
88,17.57
89,17.77
90,17.96
91,18.14
92,18.19
93,18.25
94,18.17
95,18.18
96,18.21
97,18.28
98,18.49
99,18.78
100,19.02
101,19.26
102,19.36
103,19.59
104,19.94
105,20.12
106,20.43
107,20.56
108,20.74
109,20.76
110,21.03
111,21.21
112,21.32
113,21.7
114,21.81
115,21.91
116,22.12
117,22.32
118,22.52
119,22.67
120,22.76
121,23.17
122,23.21
123,23.27
124,23.26
125,23.22
126,23.32
127,23.37
128,23.63
129,23.83
130,23.94
131,23.78
132,23.65
133,23.85
134,24.03
135,24.13
136,24.03
137,24.11
138,24.14
139,24.27
140,24.24
141,24.16
142,24.19
143,24.24
144,24.18
145,24.28
146,24.17
147,24.19
148,24.28
149,24.28
150,24.26
151,24.13
152,24.03
153,24.14
154,24.17
155,24.13
156,24.07
157,24.07
158,24.14
159,23.97
160,23.89
161,23.75
162,23.76
163,23.75
164,23.72
165,23.74
166,23.56
167,23.67
168,23.67
169,23.56
170,23.5
171,23.34
172,23.19
173,23.25
174,23.38
175,23.17
176,23.1
177,23.06
178,22.98
179,22.95
180,22.79
181,22.73
182,22.73
183,22.56
184,22.41
185,22.03
186,21.73
187,21.52
188,21.33
189,21.15
190,20.85
191,20.72
192,20.49
193,20.1
194,19.94
195,19.58
196,19.38
197,19.03
198,18.66
199,18.5
200,18.43
201,18.31
202,18.27
203,18.0
204,17.9
205,17.72
206,17.69
207,17.53
208,17.26
209,17.2
210,17.02
211,16.88
212,16.73
213,16.55
214,16.32
215,16.27
216,16.18
217,16.0
218,15.83
219,15.73
220,15.61
221,15.43
222,15.4
223,15.26
224,15.03
225,14.93
226,14.82
227,14.7
228,14.51
229,14.44
230,14.33
231,14.31
232,14.23
233,14.19
234,14.05
235,13.93
236,13.76
237,13.52
